Rooms,Type,Price,Method,SellerG,Distance,Postcode,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Longtitude,Regionname,Propertycount
1,p,241000,1,155,7.8,3058,1,1,0,62,1976,23,144.9635,Eastern,11204
2,h,981000,1,155,7.8,3058,1,1,263,114,1910,23,144.97,Eastern,11204
2,r,570000,1,178,7.8,3058,1,1,0,86,1900,23,144.9701,Eastern,11204
2,h,500000,1,155,7.8,3058,1,1,113,70,1970,23,144.961,Eastern,11204
3,h,655000,3,260,9.2,3058,1,0,404,98,1950,23,144.9803,Eastern,3445
3,r,631000,1,140,9.2,3058,1,1,178,120,2012,23,144.9645,Eastern,3445
2,r,600000,1,140,9.2,3058,1,1,145,105,2010,23,144.9641,Eastern,3445
3,h,715000,3,260,9.2,3058,2,2,173,120,2010,23,144.9832,Eastern,3445
3,h,864000,1,155,9.2,3058,1,2,565,115,1950,23,144.969,Eastern,3445
3,h,700000,1,155,9.2,3058,1,2,626,108,1950,23,144.9696,Eastern,3445
2,r,591000,1,155,9.2,3058,1,1,0,86,2008,23,144.9527,Eastern,3445
3,h,860000,1,155,9.2,3058,1,3,586,145,1950,23,144.9659,Eastern,3445
2,h,765000,1,127,9.2,3058,1,2,563,116,1925,23,144.96,Eastern,3445
3,h,625000,1,155,9.2,3058,1,2,104,138,2014,23,144.9826,Eastern,3445
2,h,745000,3,194,9.2,3058,1,3,526,90,1940,23,144.9832,Eastern,3445
4,h,1050000,0,106,9.2,3058,3,2,501,258,2016,23,144.9823,Eastern,3445
2,h,935000,1,72,9.2,3058,1,2,833,107,1960,23,144.9654,Eastern,3445
2,h,820000,3,155,9.2,3058,1,4,629,120,1960,23,144.9688,Eastern,3445
3,h,780000,1,155,9.2,3058,1,2,307,96,1950,23,144.9533,Eastern,3445
3,h,707000,1,28,9.2,3058,2,3,556,129,1950,23,144.9605,Eastern,3445
3,h,637000,1,28,9.2,3058,1,4,498,97,1950,23,144.9833,Eastern,3445
4,h,950000,1,260,9.2,3058,2,2,298,231,2013,23,144.9836,Eastern,3445
3,h,860000,0,106,9.2,3058,2,3,472,134,1970,23,144.9728,Eastern,3445
5,h,1172000,1,196,9.2,3058,3,2,425,37,2014,23,144.9816,Eastern,3445
3,h,650000,3,16,9.2,3058,1,1,407,95,1930,6,144.9833,Eastern,3445
4,h,792000,3,106,9.2,3058,2,1,320,131,1950,23,144.9612,Eastern,3445
3,h,720000,1,155,9.2,3058,1,2,499,105,1970,23,144.9576,Eastern,3445
3,h,970000,1,106,9.2,3058,1,2,575,129,1960,23,144.9704,Eastern,3445
2,h,890000,1,117,1.6,3066,1,1,178,70,1900,31,144.9915,Eastern,4553
2,p,1260000,1,106,1.6,3066,1,1,0,129,1900,31,144.9845,Eastern,4553
2,p,855000,1,155,1.6,3066,1,1,2886,122,1830,31,144.9845,Eastern,4553
3,r,1125000,3,155,1.6,3066,2,2,0,151,2000,31,144.9908,Eastern,4553
2,p,910000,1,106,1.6,3066,1,1,0,97,1880,31,144.985,Eastern,4553
1,p,452000,3,106,1.6,3066,1,1,816,53,2000,31,144.9848,Eastern,4553
1,p,415000,3,23,1.6,3066,1,1,3701,62,2005,31,144.9911,Eastern,4553
1,p,372000,3,255,1.6,3066,1,1,0,65,2005,31,144.9911,Eastern,4553
3,p,1326000,1,155,1.6,3066,2,1,0,190,2013,31,144.9842,Eastern,4553
2,h,1230000,1,106,1.6,3066,2,1,0,153,1920,31,144.9845,Eastern,4553
2,h,855000,1,106,1.6,3066,1,0,130,80,1890,31,144.9882,Eastern,4553
1,p,457000,1,106,1.6,3066,1,1,406,49,1970,31,144.9911,Eastern,4553
3,r,897500,1,106,1.6,3066,2,1,82,82,1995,31,144.9873,Eastern,4553
2,h,1265000,1,106,1.6,3066,1,1,282,112,1920,31,144.9883,Eastern,4553
3,h,1075000,1,260,1.6,3066,1,0,183,104,1880,31,144.9875,Eastern,4553
1,p,366000,1,255,1.6,3066,1,1,0,44,1970,31,144.9911,Eastern,4553
2,h,981000,1,106,1.6,3066,1,0,188,107,1900,31,144.9923,Eastern,4553
2,p,683000,1,23,1.6,3066,1,1,0,92,1900,31,144.985,Eastern,4553
2,h,1000000,3,178,1.6,3066,1,2,159,86,1880,31,144.9887,Eastern,4553
3,r,887500,1,178,1.6,3066,2,1,81,82,2000,31,144.9874,Eastern,4553
2,p,713500,1,106,1.6,3066,2,1,1060,88,2010,31,144.9868,Eastern,4553
3,p,1500000,1,106,1.6,3066,2,2,0,159,1920,31,144.9845,Eastern,4553
2,p,672000,1,106,1.6,3066,1,1,0,60,2002,31,144.984,Eastern,4553
2,p,800000,4,155,1.6,3066,1,1,0,91,1900,31,144.9848,Eastern,4553
2,p,1645000,1,155,1.6,3066,1,3,0,2,1890,31,144.9858,Eastern,4553
2,p,860000,0,106,1.6,3066,2,1,0,114,1920,31,144.985,Eastern,4553
3,h,1403000,1,16,13.9,3108,1,4,727,123,1970,15,145.1218,Eastern,9028
3,h,1450000,0,16,13.9,3108,1,1,638,115,1970,15,145.1248,Eastern,9028
4,h,1396000,1,16,13.9,3108,1,2,658,138,1975,15,145.1358,Eastern,9028
3,h,1125000,4,260,13.9,3108,2,2,819,173,1970,15,145.1036,Eastern,9028
3,p,700000,0,16,13.9,3108,2,2,0,119,2007,15,145.1235,Eastern,9028
4,h,1152000,1,106,13.9,3108,2,2,336,176,2007,15,145.1178,Eastern,9028
4,h,1868000,1,260,13.9,3108,2,2,925,218,1960,15,145.1183,Eastern,9028
4,h,1050000,0,16,13.9,3108,2,2,317,194,1995,15,145.1279,Eastern,9028
3,p,910000,1,16,13.9,3108,2,2,299,135,2001,15,145.1338,Eastern,9028
3,h,1850000,1,106,13.9,3108,1,2,1073,143,1960,15,145.1157,Northan,9028
4,h,1225000,1,196,13.9,3108,3,2,740,185,1985,15,145.1127,Northan,9028
4,h,1316000,1,106,13.9,3108,2,2,716,155,1965,15,145.1173,Northan,9028
5,h,1400000,1,106,13.9,3108,3,2,656,320,1985,15,145.1317,Northan,9028
5,h,2168000,1,16,13.9,3108,5,2,669,395,2016,15,145.1185,Northan,9028
4,h,1430000,1,106,13.9,3108,2,2,655,170,1970,15,145.1194,Northan,9028
3,p,772000,1,16,13.9,3108,2,1,203,109,1986,15,145.1267,Northan,9028
4,h,1468000,1,196,13.9,3108,2,2,806,170,1975,15,145.1392,Northan,9028
4,p,753000,1,16,13.9,3108,1,1,241,105,1970,15,145.1093,Northan,9028
3,r,746000,1,260,13.9,3108,2,2,118,106,2013,15,145.106,Northan,9028
3,h,1485000,1,16,13.9,3108,2,2,731,140,1960,15,145.131,Northan,9028
3,h,1190000,1,196,13.9,3108,1,1,658,140,1960,15,145.1066,Northan,9028
3,h,900000,0,196,13.9,3108,2,2,366,150,2013,15,145.1077,Northan,9028
3,h,1250000,0,106,13.9,3108,2,1,728,150,1965,15,145.1318,Northan,9028
3,h,1030000,1,196,13.9,3108,1,1,827,100,1960,15,145.1029,Northan,9028
4,r,985000,1,73,13.9,3108,2,2,182,160,1998,15,145.138,Northan,9028
3,h,1300000,1,106,13.9,3108,1,2,651,119,1970,15,145.1051,Northan,9028
4,h,1462500,1,179,13.9,3108,3,2,654,160,1969,15,145.1294,Northan,9028
3,h,1250000,0,73,13.9,3108,2,2,900,195,1970,15,145.1344,Northan,9028
4,h,1460800,3,106,13.9,3108,3,2,654,305,1970,15,145.1088,Northan,9028
3,h,1152500,1,16,13.9,3108,2,2,648,129,1980,15,145.1368,Northan,9028
5,h,1650000,4,106,13.9,3108,4,2,500,429,2007,15,145.1105,Northan,9028
3,h,1391000,1,196,13.9,3108,1,1,764,175,1965,15,145.1207,Northan,9028
2,p,452000,1,174,13.9,3108,1,1,67,68,1975,15,145.1436,Northan,9028
3,r,1102200,3,106,13.9,3108,2,2,233,175,2012,15,145.1371,Northan,9028
4,h,1401000,1,193,13.9,3108,3,2,650,261,1970,15,145.1212,Northan,9028
4,h,1782000,1,16,13.9,3108,3,3,586,306,2002,15,145.1287,Northan,9028
4,h,1520000,1,16,13.9,3108,3,2,657,275,2010,15,145.1379,Northan,9028
3,h,878000,1,16,13.9,3108,2,2,0,163,2001,15,145.1341,Northan,9028
4,r,973500,1,196,13.9,3108,2,2,234,160,2009,15,145.1275,Northan,9028
3,p,751800,3,106,13.9,3108,1,2,109,120,2001,15,145.1138,Northan,9028
3,h,1100000,4,237,13.9,3108,2,2,771,169,1960,15,145.117,Northan,9028
3,h,1202000,1,16,13.9,3108,2,2,649,150,1965,15,145.1224,Northan,9028
3,h,1362000,1,179,13.9,3108,1,2,798,132,1960,15,145.1333,Northan,9028
4,h,1810000,1,106,13.9,3108,2,4,769,240,1970,15,145.1337,Northan,9028
5,h,1901000,1,155,10.3,3084,2,2,963,225,1925,0,145.0518,Northan,1651
4,h,1650000,4,146,10.3,3084,3,2,724,327,1940,0,145.0594,Northan,1651
3,h,1816000,1,155,10.3,3084,1,2,846,180,1955,0,145.0591,Northan,1651
2,p,525000,1,146,10.3,3084,1,1,79,70,1970,0,145.0663,Northan,1651
4,h,2050000,1,146,10.3,3084,3,2,723,290,1950,0,145.0705,Northan,1651
5,h,1930000,1,146,10.3,3084,2,1,939,236,1930,0,145.0585,Northan,1651
4,h,2600000,4,155,10.3,3084,2,3,871,322,1937,0,145.0676,Northan,1651
2,p,600000,3,146,10.3,3084,1,1,112,95,1970,0,145.0521,Northan,1651
3,h,1601000,1,146,10.3,3084,1,1,872,136,1960,0,145.0649,Northan,1651
3,h,1100000,4,95,10.3,3084,2,1,555,300,1988,0,145.0568,Northan,1651
4,h,2550000,4,146,10.3,3084,2,2,1484,478,1970,0,145.0616,Northan,1651
3,p,1190000,1,146,10.3,3084,2,2,0,148,1975,0,145.0569,Northan,1651
4,h,2012000,1,155,10.3,3084,3,2,597,245,1940,0,145.0646,Northan,1651
4,h,2309000,1,155,10.3,3084,3,2,1177,291,1960,0,145.0687,Northan,1651
2,h,900000,4,82,8.5,3185,1,2,239,110,1940,8,144.999,Northan,4898
3,h,1625000,1,23,8.5,3185,2,2,447,181,1920,8,145.0138,Northan,4898
4,h,1100000,4,260,8.5,3185,2,0,147,159,1910,8,144.9997,Northan,4898
3,h,1755000,1,82,8.5,3185,2,1,391,173,1905,8,145.0133,Northan,4898
4,h,1400000,3,23,8.5,3185,1,1,489,150,1910,8,145.0123,Northan,4898
3,p,1240000,1,94,8.5,3185,2,2,319,123,1990,8,145.0112,Northan,4898
2,p,591000,1,32,8.5,3185,1,1,815,62,2008,8,145.0136,Northan,4898
2,p,537000,1,23,8.5,3185,1,1,0,79,1970,8,145.0095,Northan,4898
3,h,800000,4,94,8.5,3185,2,2,331,112,2010,8,144.9992,Northan,4898
3,h,965000,0,23,8.5,3185,1,2,275,119,1900,8,144.9994,Northan,4898
2,h,1160000,3,46,8.5,3185,2,2,155,137,2011,8,145.0046,Northan,4898
3,r,820000,4,140,8.5,3185,2,2,108,3,2002,8,145.0012,Northan,4898
4,h,2600000,1,23,8.5,3185,2,2,527,184,1880,8,145.0043,Northan,4898
3,r,1071000,1,23,8.5,3185,2,2,179,125,2000,8,145.0125,Northan,4898
3,h,1800000,1,23,8.5,3185,2,2,492,181,1905,8,145.0048,Northan,4898
3,h,2345000,1,23,8.5,3185,2,1,419,204,1908,8,145.0126,Northan,4898
2,p,741000,1,23,8.5,3185,1,1,0,1561,1966,8,145.0033,Northan,4898
2,p,626000,1,82,8.5,3185,1,1,1764,100,1930,8,145.0043,Northan,4898
4,h,1650000,0,23,8.5,3185,3,2,386,185,1913,8,144.999,Northan,4898
3,r,850000,0,216,8.5,3185,2,2,108,142,2000,8,145.0014,Northan,4898
3,h,1750000,4,32,8.5,3185,2,2,517,207,1900,8,145.0063,Northan,4898
3,h,1450000,1,23,8.5,3185,1,2,351,108,1915,8,145.0133,Northan,4898
4,h,2806000,1,23,8.5,3185,3,2,669,255,1930,8,145.0081,Northan,4898
3,p,782000,1,82,8.5,3185,1,1,0,95,1970,8,145.0106,Northan,4898
4,h,1007000,1,181,8.5,3185,2,2,125,200,2000,8,145.001,Northan,4898
4,h,1450000,0,23,8.5,3185,2,2,376,192,1917,8,145.008,Northan,4898
2,p,500000,1,82,8.5,3185,1,1,0,59,2006,8,144.9994,Northan,4898
4,h,2600000,3,23,8.5,3185,3,2,701,273,1885,8,145.008,Northan,4898
2,h,895000,1,170,8.5,3185,1,1,147,81,1915,8,144.9993,Northan,4898
4,h,2050000,0,23,8.5,3185,3,2,420,270,2016,8,145.0102,Northan,4898
3,h,1605000,1,23,8.5,3185,1,1,418,152,1890,8,145.0153,Northan,4898
1,p,520000,1,46,7.7,3184,1,1,0,51,1930,25,144.9871,Northan,8989
2,p,507000,1,151,7.7,3184,1,1,0,79,1970,25,144.9911,Northan,8989
2,p,525000,1,252,7.7,3184,1,1,553,83,1960,25,144.9942,Northan,8989
2,p,750000,1,82,7.7,3184,1,1,0,71,1930,25,144.9923,Northan,8989
1,p,510000,1,46,7.7,3184,1,1,0,60,2001,25,144.9884,Northan,8989
1,p,300000,1,260,7.7,3184,1,0,0,33,1930,25,144.9842,Northan,8989
3,r,1395000,1,181,7.7,3184,2,1,400,126,1996,25,144.9797,Northan,8989
2,p,855000,1,260,7.7,3184,1,1,1966,85,1960,25,144.9848,Northan,8989
2,p,790000,1,135,7.7,3184,1,2,0,85,1940,25,144.9938,Northan,8989
2,p,550000,1,33,7.7,3184,1,1,0,68,1960,25,144.9855,Northan,8989
1,p,357000,1,46,7.7,3184,1,1,0,50,1965,25,144.9885,Northan,8989
2,h,1210000,1,181,7.7,3184,1,0,163,92,1890,25,144.9904,Northan,8989
2,p,825000,1,140,7.7,3184,1,2,0,86,1930,25,144.9819,Northan,8989
3,h,1050000,4,46,7.7,3184,1,0,257,138,1920,25,144.9841,Northan,8989
2,p,632000,0,260,7.7,3184,1,1,0,54,1970,25,144.9855,Northan,8989
1,p,485000,1,32,7.7,3184,1,1,0,43,1970,25,144.9918,Northan,8989
2,p,575000,0,46,7.7,3184,1,0,483,57,1950,25,144.9835,Northan,8989
2,p,590000,0,140,7.7,3184,1,1,0,77,1970,25,144.9853,Northan,8989
3,h,1238000,1,32,7.7,3184,2,1,116,119,1996,25,144.9836,Northan,8989
2,p,510000,0,260,7.7,3184,1,1,0,62,1950,8,144.9896,Northan,8989
4,h,1875000,1,181,7.7,3184,2,0,223,173,1910,25,144.993,Northan,8989
3,p,780000,1,46,7.7,3184,1,1,0,100,1960,25,144.9846,Northan,8989
3,h,878500,1,260,7.7,3184,2,1,75,122,2002,25,144.9917,Northan,8989
3,h,3572000,1,135,7.7,3184,2,6,737,207,1915,25,144.9831,Northan,8989
2,p,560000,0,106,7.7,3184,1,0,0,70,1930,25,144.987,Northan,8989
2,p,765000,1,135,7.7,3184,1,0,0,88,1940,25,144.9833,Northan,8989
2,p,670000,1,32,7.7,3184,2,1,0,84,1970,25,144.9916,Northan,8989
3,h,1625000,1,140,7.7,3184,2,1,246,133,1950,25,144.9877,Northan,8989
2,p,1122000,3,23,7.7,3184,2,1,0,104,1923,25,144.9888,Northan,8989
4,h,2400000,0,135,7.7,3184,2,2,560,185,1920,25,144.9913,Northan,8989
2,p,655000,0,23,7.7,3184,1,1,0,70,1965,25,144.9907,Northan,8989
2,p,684000,3,140,7.7,3184,1,0,0,98,1930,25,144.991,Northan,8989
2,p,500000,4,252,7.7,3184,1,1,0,63,1970,25,144.9821,Northan,8989
2,p,680000,3,46,7.7,3184,1,1,0,67,1930,25,144.9797,Northan,8989
2,p,600000,1,260,7.7,3184,1,1,0,75,1960,25,144.9873,Northan,8989
1,p,370000,0,94,7.7,3184,1,1,0,51,1960,25,144.9849,Northan,8989
1,p,390000,4,260,7.7,3184,1,1,644,47,1960,25,144.994,Northan,8989
2,p,630000,0,94,7.7,3184,1,1,0,70,1935,25,144.984,Northan,8989
2,p,640000,1,82,7.7,3184,1,0,0,80,1940,25,144.987,Northan,8989
2,p,932000,1,82,7.7,3184,2,1,799,110,2012,25,144.9918,Northan,8989
2,p,645000,1,260,7.7,3184,1,1,0,75,1975,25,144.9829,Northan,8989
1,p,347000,1,82,7.7,3184,1,1,0,37,1970,25,144.9903,Northan,8989
2,p,875000,3,46,7.7,3184,1,1,0,83,1930,25,144.9854,Northan,8989
2,p,582500,3,46,7.7,3184,1,1,0,65,1970,25,144.9902,Northan,8989
2,p,570000,1,140,7.7,3184,1,1,0,50,1940,25,144.9855,Northan,8989
4,h,1875000,4,46,7.7,3184,3,0,235,211,2005,25,144.9808,Northan,8989
1,p,340000,3,32,7.7,3184,1,1,0,42,1970,25,144.9864,Northan,8989
4,h,2200000,0,252,7.7,3184,3,2,348,218,1900,25,144.9778,Northan,8989
2,p,687500,1,135,7.7,3184,1,1,0,69,1930,25,144.9899,Northan,8989
2,p,730000,1,46,7.7,3184,1,1,0,85,1940,25,144.9903,Northan,8989
2,p,526000,1,46,7.7,3184,1,0,0,47,1930,25,144.9947,Northan,8989
3,r,920000,0,140,7.7,3184,2,2,758,18,2010,25,144.9845,Northan,8989
3,h,1830000,1,46,7.7,3184,2,2,374,162,1925,25,144.987,Northan,8989
3,h,1425000,1,106,8,3040,2,2,684,147,1950,21,144.9317,Northan,9264
2,p,660000,1,16,8,3040,1,1,263,113,1980,21,144.8977,Northan,9264
2,p,550000,4,155,8,3040,1,1,0,83,1980,21,144.9298,Northan,9264
3,h,1295000,0,155,8,3040,1,3,688,105,1930,21,144.9317,Northan,9264
2,r,595000,1,76,8,3040,1,2,752,89,1990,21,144.9302,Northan,9264
3,h,911000,1,204,8,3040,2,2,225,98,2008,21,144.8987,Northan,9264
4,h,900000,3,155,8,3040,2,1,288,210,1980,21,144.9286,Northan,9264
2,p,645000,1,155,8,3040,1,1,0,76,1980,21,144.9205,Northan,9264
2,p,702500,1,155,8,3040,1,1,168,77,2008,21,144.9311,Northan,9264
3,h,960000,1,28,8,3040,1,2,549,106,1950,21,144.8931,Northan,9264
4,h,1670000,1,155,8,3040,2,1,291,183,1920,21,144.9325,Northan,9264
3,h,1100000,4,155,8,3040,2,1,789,257,1890,21,144.9073,Northan,9264
4,h,1800000,1,155,8,3040,2,2,648,215,1910,21,144.9112,Northan,9264
4,r,1250000,0,76,8,3040,3,2,374,267,2015,21,144.8911,Northan,9264
2,h,1130000,3,16,8,3040,1,1,646,100,1950,21,144.8923,Northan,9264
2,p,370000,0,94,8,3040,1,3,0,55,1975,21,144.9256,Northan,9264
3,h,1467000,1,85,8,3040,2,2,188,171,1900,21,144.9178,Northan,9264
5,h,2800000,0,155,8,3040,4,6,877,378,2005,21,144.9002,Northan,9264
4,h,1160000,1,155,8,3040,3,2,256,217,2015,21,144.8957,Northan,9264
6,h,2620000,1,28,8,3040,4,2,860,355,1930,21,144.9025,Northan,9264
3,h,1226000,1,155,8,3040,1,3,533,125,1955,21,144.8953,Northan,9264
4,h,1402000,1,155,8,3040,2,1,554,193,1940,21,144.8937,Northan,9264
3,h,855000,1,155,8,3040,1,2,396,116,1950,21,144.8907,Northan,9264
4,h,1275000,1,28,8,3040,2,2,503,160,2008,21,144.8925,Northan,9264
4,h,1590000,1,155,8,3040,3,1,475,272,2007,21,144.8938,Northan,9264
2,p,606000,1,139,8,3040,1,2,0,93,1972,21,144.9128,Northan,9264
3,h,1385000,1,139,8,3040,2,1,619,137,1930,21,144.9318,Northan,9264
3,r,650000,1,16,8,3040,2,1,160,129,1985,21,144.8989,Northan,9264
2,p,460000,1,155,8,3040,1,1,0,72,1960,21,144.8964,Northan,9264
3,r,1000000,4,28,8,3040,2,1,291,224,2013,21,144.8927,Northan,9264
2,p,520000,4,16,8,3040,1,2,0,73,1975,21,144.9072,Northan,9264
3,r,720000,1,76,8,3040,1,2,190,142,1999,21,144.8918,Northan,9264
4,h,1635000,4,155,8,3040,1,2,638,227,1900,21,144.9052,Northan,9264
2,p,485000,3,173,8,3040,1,1,0,73,2010,21,144.9138,Northan,9264
5,h,1575000,0,28,8,3040,3,2,700,454,1988,21,144.9173,Northan,9264
1,p,280000,3,173,8,3040,1,1,0,49,1960,21,144.9194,Northan,9264
4,h,1467000,1,28,8,3040,2,1,683,145,1920,21,144.9195,Northan,9264
2,h,890000,0,155,8,3040,1,1,649,108,1950,21,144.9133,Northan,9264
2,h,870000,0,155,8,3040,1,2,319,120,1920,21,144.9118,Northan,9264
3,h,1134000,1,16,8,3040,1,1,551,114,1950,21,144.9335,Northan,9264
1,p,320500,1,155,8,3040,1,1,0,52,1970,21,144.9107,Northan,9264
2,h,1065000,4,155,8,3040,1,2,477,143,1960,21,144.911,Northan,9264
4,h,1610000,1,94,8,3040,2,2,601,250,2010,21,144.9256,Northan,9264
2,h,930000,1,16,8,3040,1,2,225,107,1990,21,144.9113,Northan,9264
2,p,395000,3,106,8,3040,1,1,0,68,1975,21,144.9058,Northan,9264
3,h,1470000,1,155,8,3040,1,1,687,120,2016,21,144.9045,Northan,9264
3,r,750000,4,28,8,3040,1,1,253,145,1997,21,144.898,Northan,9264
2,p,390000,4,155,8,3040,1,1,0,66,1970,21,144.9127,Northan,9264
4,p,1170000,3,16,8,3040,2,2,0,180,2013,21,144.91,Northan,9264
4,h,1600000,3,28,8,3040,3,1,519,218,1930,21,144.9086,Northan,9264
4,h,1535000,3,155,8,3040,1,2,638,227,1900,21,144.9052,Northan,9264
2,p,435000,1,155,8,3040,1,1,0,66,1970,21,144.9079,Northan,9264
3,h,1460000,1,176,8,3040,2,1,605,138,1920,21,144.9042,Northan,9264
2,p,736000,1,155,8,3040,1,1,0,106,1940,21,144.8974,Northan,9264
2,p,450000,3,28,8,3040,1,1,0,65,1970,21,144.915,Northan,9264
2,p,740000,1,155,8,3040,1,1,250,104,1988,21,144.9061,Northan,9264
2,p,691000,3,28,8,3040,1,1,201,80,1995,21,144.928,Northan,9264
4,h,2355000,1,139,8,3040,2,3,715,273,1920,21,144.9128,Northan,9264
3,h,1625000,1,155,8,3040,2,1,858,165,1938,21,144.8961,Northan,9264
3,h,1150000,1,176,8,3040,1,0,300,145,1900,21,144.9315,Northan,9264
2,p,360000,4,155,8,3040,1,1,0,68,1970,21,144.9209,Northan,9264
2,p,645000,3,155,8,3040,1,1,170,88,1994,21,144.8959,Northan,9264
1,p,250000,4,28,8,3040,1,1,0,125,1970,21,144.9221,Northan,9264
3,p,872000,1,155,8,3040,1,1,862,135,1970,21,144.8964,Northan,9264
2,p,630000,1,155,8,3040,1,1,0,83,1975,21,144.9066,Northan,9264
2,p,440000,1,28,8,3040,1,1,1011,77,1970,21,144.9132,Northan,9264
5,h,1811000,1,155,8,3040,3,2,657,284,1930,21,144.9098,Northan,9264
3,h,1500000,0,200,8,3040,2,3,440,190,1930,21,144.9074,Northan,9264
3,h,1290000,1,155,8,3040,1,1,618,132,1960,21,144.9249,Northan,9264
3,h,1100000,0,194,8,3040,1,2,0,700,1915,21,144.9155,Northan,9264
4,h,1270000,0,155,8,3040,2,2,411,266,1996,21,144.9251,Northan,9264
3,h,1445000,1,155,8,3040,2,1,400,168,1910,21,144.9117,Northan,9264
4,h,1113000,1,28,8,3040,1,2,533,127,1950,21,144.8922,Northan,9264
2,p,370000,4,16,8,3040,1,1,0,59,1960,21,144.908,Northan,9264
2,p,396000,1,16,9.4,3041,1,1,0,56,1975,21,144.9086,Northan,1308
2,p,450000,3,16,9.4,3041,1,1,88,59,1960,21,144.8998,Northan,1308
5,h,1360000,1,155,9.4,3041,3,2,463,196,1930,21,144.9022,Northan,1308
2,p,340000,3,155,9.4,3041,1,1,0,65,1960,21,144.9074,Northan,1308
3,p,765000,1,155,9.4,3041,2,1,0,134,2002,21,144.8977,Northan,1308
3,p,712000,1,155,9.4,3041,2,2,189,104,2009,21,144.9006,Northan,1308
3,h,1250000,4,106,5.8,3078,2,0,327,144,1910,6,145.0179,Northan,2970
3,h,1350000,0,140,5.8,3078,1,2,309,110,2000,6,145.0154,Northan,2970
2,h,1220000,1,106,5.8,3078,1,2,537,92,1950,6,145.0177,Northan,2970
4,h,1160000,0,155,5.8,3078,2,1,381,145,1890,6,145.0192,Northan,2970
2,p,505000,0,155,5.8,3078,1,1,0,70,1970,6,145.0178,Northan,2970
2,p,602000,1,106,5.8,3078,1,1,0,77,2013,31,145.0105,Northan,2970
3,r,846000,3,127,5.8,3078,1,1,185,107,1990,6,145.0175,Northan,2970
2,p,400000,4,155,5.8,3078,1,1,0,68,1970,6,145.0195,Northan,2970
2,p,445000,1,155,5.8,3078,1,1,0,56,1970,6,145.0162,Northan,2970
4,h,1730000,1,106,5.8,3078,2,2,490,226,2007,6,145.0242,Northan,2970
2,p,510000,1,260,5.8,3078,1,1,1658,68,1970,6,145.0157,Northan,2970
3,h,1350000,4,155,5.8,3078,1,4,553,109,1930,6,145.0214,Northan,2970
4,h,2000000,4,155,5.8,3078,3,2,575,280,2015,6,145.0176,Northan,2970
2,r,805000,1,140,5.8,3078,1,1,140,2,2008,6,145.0203,Northan,2970
3,h,1055000,1,49,5.8,3078,1,2,382,140,1950,6,145.0188,Northan,2970
2,p,548000,3,155,5.8,3078,1,1,0,68,2014,31,145.0105,Northan,2970
3,h,1500000,1,140,5.8,3078,1,1,0,126,1910,6,145.0173,Northan,2970
2,p,600000,4,106,5.8,3078,1,2,0,75,1970,6,145.0193,Northan,2970
2,p,545000,3,140,5.8,3078,1,1,0,77,2002,6,145.0209,Northan,2970
3,h,1375000,1,140,5.8,3078,1,1,496,122,1910,6,145.018,Northan,2970
3,h,1252000,1,155,1.6,3065,2,2,0,137,2004,31,144.975,Northan,5825
2,p,810000,1,106,1.6,3065,1,2,0,71,1965,31,144.9802,Northan,5825
1,h,947500,1,155,1.6,3065,1,0,87,66,1980,31,144.9821,Northan,5825
2,h,1460000,0,155,1.6,3065,1,0,0,105,1890,31,144.9814,Northan,5825
2,r,880000,1,155,1.6,3065,2,2,0,105,2000,31,144.9775,Northan,5825
4,h,3310000,1,37,1.6,3065,4,2,337,291,1854,31,144.9739,Northan,5825
3,h,1250000,0,155,1.6,3065,1,1,113,105,1890,31,144.9821,Northan,5825
4,h,1950000,1,155,1.6,3065,1,0,177,152,1890,31,144.9759,Northan,5825
1,p,465000,3,106,1.6,3065,1,1,0,52,2011,31,144.9799,Northan,5825
4,h,1620000,1,155,1.6,3065,2,1,132,165,1880,31,144.9768,Northan,5825
3,p,850000,4,155,1.6,3065,2,1,2782,115,2000,31,144.9787,Northan,5825
2,h,1122000,1,155,1.6,3065,1,0,106,101,1890,31,144.9781,Northan,5825
2,h,1300000,1,155,1.6,3065,1,1,157,110,1900,31,144.98,Northan,5825
1,p,420000,1,37,1.6,3065,1,1,782,42,1975,31,144.9809,Northan,5825
2,p,715000,1,155,1.6,3065,1,1,0,74,1900,31,144.9836,Northan,5825
2,h,800000,4,91,1.6,3065,2,1,64,138,1995,31,144.9804,Northan,5825
2,r,710000,1,106,1.6,3065,1,1,0,90,2002,31,144.9775,Northan,5825
2,p,630000,4,260,1.6,3065,1,1,0,70,2007,31,144.9835,Northan,5825
4,h,4011000,1,155,1.6,3065,3,2,286,275,1890,31,144.9755,Northan,5825
2,p,700000,3,255,3.5,3068,2,1,4332,85,2010,31,144.9785,Northan,6244
2,h,860000,1,255,3.5,3068,1,0,104,70,1880,31,144.9796,Northan,6244
2,h,870000,1,155,3.5,3068,1,0,107,64,1910,31,144.9794,Northan,6244
4,h,1450000,4,155,3.5,3068,2,1,266,175,1950,31,144.9861,Northan,6244
1,p,358500,3,106,3.5,3068,1,1,0,40,1975,31,144.9786,Northan,6244
2,h,770000,2,159,3.5,3068,2,1,134,151,1905,31,144.9784,Northan,6244
2,h,1008000,1,117,3.5,3068,1,1,150,77,1890,31,144.9819,Northan,6244
